instrumentID,eventTimestamp,orderID,orderType,eventType,side,price,stopPrice,lastPrice,quantity,leavesQuantity,user,trader,broker,account,clientID,venueID,assetClass,productType,productSubType,productSubType2,productSubType3,maturityDate,sourceSystemID,parentOrderID,parentChildIndicator,timeInForce,orderCapacity,internalTimestamp,sendingTime,seqNum,securityID,ISIN,CUSIP,symKey,assetClassKey,productKey,yield,qtyType,totalQty,minQty,secondaryDisplayQty,lastQty,ccy,ccyKey,val,displayMethod,execID,execType,eventType2,execRestatementReason,venueKey,venueSegment,venueType,orderPlatform,orderPlatformKey,sourceConnection,origOrderID,clOrdID,origClOrdID,quoteID,brokerIDKey,brokerName,traderIDKey,accountKey,legalEntity,legalEntityKey,salesID,salesIDKey,userIDKey,counterParty,counterPartyKey,counterPartyID,counterPartyDesc,counterPartyType,counterPartyStatus,text,orderInstructions,expireDateTime,valueDate,peggedPrice,pegOffsetValue,pegInstruction,flag,validationKey,possDupFlag,userId,priceType,upstreamFileName,recordID,tenor,aggressorFlag,icebergFlag,upstreamRCAID,wtbFlag,midPD,loopFlag,localIOCFlag,tradeDate,pdFlag
ACT,2015.06.02D20:30:34.002000000,OrderID4_actTest,LMT,new,B,10,0,,100,100,,FD_UUID_2,1,ITandATITAccount,,Exch1,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,ACTKey,,,ACTKey,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,Exch1,Exch1,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,104,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FD_UUID_2,GUI-FD_UUID_2-ITandATITAccount-ACT,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ACT14,2015.06.04D20:30:34.002000000,OrderID14_actTest,LMT,cancelled,B,15,0,,100,100,,REF_FDUUID2,1,ITandATITAccount,,Exch1,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,ACT14Key,,,ACT14Key,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,cancelled,,,Exch1,Exch1,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,114,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-ITandATITAccount-ACT14,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ACT29,2015.06.04D20:30:34.002000000,OrderID29_actTest,LMT,new,B,10,0,,100,100,,REF_FDUUID2,1,ITandATITAccount,,Exch1,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,ACT29Key,,,ACT29Key,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,Exch1,Exch1,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,101,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-ITandATITAccount-ACT29,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ACT30,2015.06.04D20:30:34.002000000,OrderID30_actTest,LMT,new,B,10,0,,100,100,,REF_FDUUID2,1,ITandATITAccount,,Exch1,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,ACT30Key,,,ACT30Key,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,Exch1,Exch1,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,101,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-ITandATITAccount-ACT30,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ACT31,2015.06.04D20:30:34.002000000,OrderID31_actTest,LMT,new,B,10,0,,100,100,,REF_FDUUID2,1,ITandATITAccount,,Exch1,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,ACT31Key,,,ACT31Key,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,Exch1,Exch1,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,101,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-ITandATITAccount-ACT31,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ACT32,2015.06.04D20:30:34.002000000,OrderID32_actTest,LMT,new,B,10,0,,100,100,,REF_FDUUID2,1,ITandATITAccount,,Exch1,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,ACT32Key,,,ACT32Key,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,Exch1,Exch1,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,101,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-ITandATITAccount-ACT32,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ALTINS1,2015.06.04D13:00:00.000000000,ATIT/Oid2,LMT,new,B,12.34,0,,6000000,6000000,,MTCTrader,FDBROKER,FDACCOUNT,,BMF,COMM_EXCH,REF_BBG_PROD2,,,,2015.11.30,BBG_TRADEBOOK,ATIT/pOid2,,GFD,agency,2018.10.25D01:39:10.924245000,,,ALTINS1,,,ALTINS1,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,6000000,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,BMF,BMF,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-cancelBeforeUTPMData_DL_20150604.csv.gz,SLWCNLTid2,ATIT/EOid2,,,FDBROKER,FDEXECBROKER,BBG_TRADEBOOK-FDTRADER,GUI-FDTRADER-FDACCOUNT-ALTINS1,FDPARENTLEGENTITY,,,,,,,,,,,MSG:suspect order in any other sym; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ALTINS1,2015.06.04D23:59:59.999000000,ATIT/Oid2,LMT,cancelled,B,12.34,0,,6000000,6000000,,MTCTrader,FDBROKER,FDACCOUNT,,BMF,COMM_EXCH,REF_BBG_PROD2,,,,2015.11.30,BBG_TRADEBOOK,ATIT/pOid2,,GFD,agency,2018.10.25D01:39:10.924245000,,,ALTINS1,,,ALTINS1,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,6000000,,,,CCY1041,BBG_TRADEBOOK-USD,,,,cancelled,,,BMF,BMF,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-cancelBeforeUTPMData_DL_20150604.csv.gz,SLWCNLTid2,ATIT/EOid2,,,FDBROKER,FDEXECBROKER,BBG_TRADEBOOK-FDTRADER,GUI-FDTRADER-FDACCOUNT-ALTINS1,FDPARENTLEGENTITY,,,,,,,,,,,MSG:suspect order in any other sym; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ALTINS2,2015.06.04D14:00:00.000000000,ATIT/Oid3,LMT,new,B,54.32,0,,8000000,8000000,,MTCTrader,FDBROKER,FDACCOUNT,,BMF,COMM_EXCH,REF_BBG_PROD2,,,,2015.11.30,BBG_TRADEBOOK,ATIT/pOid3,,GFD,agency,2018.10.25D01:39:10.924245000,,,ALTINS2,,,ALTINS2,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,8000000,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,BMF,BMF,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-cancelBeforeUTPMData_DL_20150604.csv.gz,SLWCNLTid3,ATIT/EOid3,,,FDBROKER,FDEXECBROKER,BBG_TRADEBOOK-FDTRADER,GUI-FDTRADER-FDACCOUNT-ALTINS2,FDPARENTLEGENTITY,,,,,,,,,,,MSG:suspect order in any other sym; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ALTINS2,2015.06.04D23:59:59.999000000,ATIT/Oid3,LMT,cancelled,B,54.32,0,,8000000,8000000,,MTCTrader,FDBROKER,FDACCOUNT,,BMF,COMM_EXCH,REF_BBG_PROD2,,,,2015.11.30,BBG_TRADEBOOK,ATIT/pOid3,,GFD,agency,2018.10.25D01:39:10.924245000,,,ALTINS2,,,ALTINS2,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,8000000,,,,CCY1041,BBG_TRADEBOOK-USD,,,,cancelled,,,BMF,BMF,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-cancelBeforeUTPMData_DL_20150604.csv.gz,SLWCNLTid3,ATIT/EOid3,,,FDBROKER,FDEXECBROKER,BBG_TRADEBOOK-FDTRADER,GUI-FDTRADER-FDACCOUNT-ALTINS2,FDPARENTLEGENTITY,,,,,,,,,,,MSG:suspect order in any other sym; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ATITSym,2015.06.04D20:30:34.002000000,OrderID11,LMT,new,B,15,0,,100,100,,REF_FDUUID2,1,Client11,,CBT,COMM_EXCH,FUT,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,PER2Key,,,PER2Key,Comdty,BBG_TRADEBOOK-Comdty-PACK,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,CBT,CBT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,111,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-Client11-PER2,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ATITSym,2015.06.04D20:30:34.002000000,OrderID11,LMT,cancelled,B,15,0,,100,100,,REF_FDUUID2,1,Client11,,CBT,COMM_EXCH,FUT,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,PER2Key,,,PER2Key,Comdty,BBG_TRADEBOOK-Comdty-PACK,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,cancelled,,,CBT,CBT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,111,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-Client11-PER2,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ATITSym,2015.06.04D20:30:34.002000000,OrderID12,LMT,new,B,15,0,,100,100,,REF_FDUUID2,1,Client12,,CBT,COMM_EXCH,FUT,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,PER2Key,,,PER2Key,Comdty,BBG_TRADEBOOK-Comdty-PACK,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,CBT,CBT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,112,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-Client12-PER2,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ATITSym,2015.06.04D20:30:34.002000000,OrderID12,LMT,cancelled,B,15,0,,100,100,,REF_FDUUID2,1,Client12,,CBT,COMM_EXCH,FUT,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,PER2Key,,,PER2Key,Comdty,BBG_TRADEBOOK-Comdty-PACK,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,cancelled,,,CBT,CBT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,112,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-Client12-PER2,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ATITSym,2015.06.04D20:30:34.002000000,OrderID13,LMT,new,B,15,0,,100,100,,REF_FDUUID2,1,Client13,,CBT,COMM_EXCH,FUT,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,PER2Key,,,PER2Key,Comdty,BBG_TRADEBOOK-Comdty-PACK,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,CBT,CBT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,113,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-Client13-PER2,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ATITSym,2015.06.04D20:30:34.002000000,OrderID13,LMT,cancelled,B,15,0,,100,100,,REF_FDUUID2,1,Client13,,CBT,COMM_EXCH,FUT,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,PER2Key,,,PER2Key,Comdty,BBG_TRADEBOOK-Comdty-PACK,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,cancelled,,,CBT,CBT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,113,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-Client13-PER2,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ATITSym,2015.06.04D20:30:34.002000000,OrderID14,LMT,new,B,15,0,,100,100,,REF_FDUUID2,1,Client14,,CBT,COMM_EXCH,FUT,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,PER2Key,,,PER2Key,Comdty,BBG_TRADEBOOK-Comdty-PACK,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,CBT,CBT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,114,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-Client14-PER2,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ATITSym,2015.06.04D20:30:34.002000000,OrderID14,LMT,cancelled,B,15,0,,100,100,,REF_FDUUID2,1,Client14,,CBT,COMM_EXCH,FUT,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,PER2Key,,,PER2Key,Comdty,BBG_TRADEBOOK-Comdty-PACK,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,cancelled,,,CBT,CBT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,114,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-Client14-PER2,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ATITSym,2015.06.04D20:30:34.002000000,OrderID29,LMT,new,B,10,0,,100,100,,REF_FDUUID2,1,Client1,,CBT,COMM_EXCH,FUT,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,PER2Key,,,PER2Key,Comdty,BBG_TRADEBOOK-Comdty-PACK,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,CBT,CBT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,101,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-Client1-PER2,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ATITSym,2015.06.04D20:30:34.002000000,OrderID30,LMT,new,B,10,0,,100,100,,REF_FDUUID2,1,Client1,,CBT,COMM_EXCH,FUT,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,PER2Key,,,PER2Key,Comdty,BBG_TRADEBOOK-Comdty-PACK,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,CBT,CBT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,101,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-Client1-PER2,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ATITSym,2015.06.04D20:30:34.002000000,OrderID31,LMT,new,B,10,0,,100,100,,REF_FDUUID2,1,Client1,,CBT,COMM_EXCH,FUT,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,PER2Key,,,PER2Key,Comdty,BBG_TRADEBOOK-Comdty-PACK,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,CBT,CBT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,101,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-Client1-PER2,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ATITSym,2015.06.04D20:30:34.002000000,OrderID32,LMT,new,B,10,0,,100,100,,REF_FDUUID2,1,Client1,,CBT,COMM_EXCH,FUT,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,PER2Key,,,PER2Key,Comdty,BBG_TRADEBOOK-Comdty-PACK,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,CBT,CBT,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,101,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-Client1-PER2,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ATIT2ndSym,2015.06.04D20:30:34.002000000,OrderID17,LMT,new,B,15,0,,100,100,,REF_FDUUID2,1,Client17,,Exch1,COMM_EXCH,FUT,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,PER4Key,,,PER4Key,Comdty,BBG_TRADEBOOK-Comdty-PACK,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,Exch1,Exch1,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,117,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-Client17-PER4,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ATIT2ndSym,2015.06.04D20:30:34.002000000,OrderID17,LMT,cancelled,B,15,0,,100,100,,REF_FDUUID2,1,Client17,,Exch1,COMM_EXCH,FUT,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,PER4Key,,,PER4Key,Comdty,BBG_TRADEBOOK-Comdty-PACK,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,cancelled,,,Exch1,Exch1,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,117,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-Client17-PER4,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ATIT2ndSym,2015.06.04D20:30:34.002000000,OrderID18,LMT,new,B,15,0,,100,100,,REF_FDUUID2,1,Client18,,Exch1,COMM_EXCH,FUT,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,PER4Key,,,PER4Key,Comdty,BBG_TRADEBOOK-Comdty-PACK,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,Exch1,Exch1,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,118,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-Client18-PER4,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
ATIT2ndSym,2015.06.04D20:30:34.002000000,OrderID18,LMT,cancelled,B,15,0,,100,100,,REF_FDUUID2,1,Client18,,Exch1,COMM_EXCH,FUT,,,,2016.12.01,BBG_TRADEBOOK,POID102,,GFD,agency,2018.10.25D01:39:15.231490000,,,PER4Key,,,PER4Key,Comdty,BBG_TRADEBOOK-Comdty-PACK,,,100,,,,CCY1041,BBG_TRADEBOOK-USD,,,,cancelled,,,Exch1,Exch1,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,118,ExchOrdID102,,,1,UBS,BBG_TRADEBOOK-FDUUID2,GUI-FDUUID2-Client18-PER4,PLE1,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
SLWCNL,2015.06.04D12:00:00.000000000,ATIT/Oid1,LMT,new,B,43.21,0,,500000,500000,,MTCTrader,FDBROKER,FDACCOUNT,,BMF,COMM_EXCH,REF_BBG_PROD2,,,,2015.11.30,BBG_TRADEBOOK,ATIT/pOid1,,GFD,agency,2018.10.25D01:39:10.924245000,,,SLWCNL,,,SLWCNL,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,500000,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,BMF,BMF,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-cancelBeforeUTPMData_DL_20150604.csv.gz,SLWCNLTid1,ATIT/EOid1,,,FDBROKER,FDEXECBROKER,BBG_TRADEBOOK-FDTRADER,GUI-FDTRADER-FDACCOUNT-SLWCNL,FDPARENTLEGENTITY,,,,,,,,,,,MSG:suspect order #1 in ref window; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
SLWCNL,2015.06.04D15:00:00.000000000,ATIT/Oid4,LMT,new,B,43.17,0,,9000,9000,,MTCTrader,FDBROKER,FDACCOUNT,,BMF,COMM_EXCH,REF_BBG_PROD2,,,,2015.11.30,BBG_TRADEBOOK,ATIT/pOid4,,GFD,agency,2018.10.25D01:39:10.924245000,,,SLWCNL,,,SLWCNL,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,9000,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,BMF,BMF,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-cancelBeforeUTPMData_DL_20150604.csv.gz,SLWCNLTid4,ATIT/EOid4,,,FDBROKER,FDEXECBROKER,BBG_TRADEBOOK-FDTRADER,GUI-FDTRADER-FDACCOUNT-SLWCNL,FDPARENTLEGENTITY,,,,,,,,,,,MSG:suspect order #2 in ref window; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
SLWCNL,2015.06.04D16:00:00.000000000,ATIT/Oid5,LMT,new,S,43.17,0,,9000,9000,,MTCTrader,FDBROKER,FDACCOUNT,,BMF,COMM_EXCH,REF_BBG_PROD2,,,,2015.11.30,BBG_TRADEBOOK,ATIT/pOid5,,GFD,agency,2018.10.25D01:39:10.924245000,,,SLWCNL,,,SLWCNL,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,9000,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,BMF,BMF,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-cancelBeforeUTPMData_DL_20150604.csv.gz,SLWCNLTid5,ATIT/EOid5,,,FDBROKER,FDEXECBROKER,BBG_TRADEBOOK-FDTRADER,GUI-FDTRADER-FDACCOUNT-SLWCNL,FDPARENTLEGENTITY,,,,,,,,,,,MSG:cancelled order on S side => doen't count; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
SLWCNL,2015.06.04D17:00:00.000000000,ATIT/Oid6,LMT,new,S,12.39,0,,60000,60000,,MTCTrader,FDBROKER,FDACCOUNT,,BMF,COMM_EXCH,REF_BBG_PROD2,,,,2015.11.30,BBG_TRADEBOOK,ATIT/pOid6,,GFD,agency,2018.10.25D01:39:10.924245000,,,ALTINS1,,,ALTINS1,Comdty,BBG_TRADEBOOK-Comdty-FUT,,,60000,,,,CCY1041,BBG_TRADEBOOK-USD,,,,new,,,BMF,BMF,,BBG_TRADEBOOK,BBG_TRADEBOOK,BBG_ETD_ATITAlert-cancelBeforeUTPMData_DL_20150604.csv.gz,SLWCNLTid6,ATIT/EOid6,,,FDBROKER,FDEXECBROKER,BBG_TRADEBOOK-FDTRADER,GUI-FDTRADER-FDACCOUNT-SLWCNL,FDPARENTLEGENTITY,,,,,,,,,,,MSG:suspect order in any other sym on S side => doesn't count; orderType:LMT,,,,,,,,5.94E+17,,,,,,,,,,,,,,,
