eventType,eventTimestamp,orderID,instrumentID,side,quantity,price,trader,leavesQuantity,assetClass,timeSinceLastUpdate,within15Secs,alert
new,2015.04.20D15:06:07.270279768,HOR_NSM__oid1945273,FB.OQ,B,1,220.66,NSM_trader256,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:06:08.270279768,HOR_NSM__oid1945273,FB.OQ,B,1,220.66,NSM_trader256,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:06:09.778436943,HOR_NSM__oid1945559,FB.OQ,B,1,220.68,NSM_trader257,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:06:10.121439190,HOR_NSM__oid1945724,FB.OQ,S,9,220.7,NSM_trader258,9,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:06:10.214101788,HOR_NSM__oid1945872,FB.OQ,S,9,220.7,NSM_trader259,9,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:06:10.622488193,HOR_NSM__oid1945939,FB.OQ,S,7,220.7,NSM_trader260,7,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:06:10.778436943,HOR_NSM__oid1945559,FB.OQ,B,1,220.68,NSM_trader257,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:06:11.118547298,HOR_NSM__oid1946087,FB.OQ,S,3,220.7,NSM_trader261,3,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:06:11.121439190,HOR_NSM__oid1945724,FB.OQ,S,9,220.7,NSM_trader258,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:06:11.186559725,HOR_NSM__oid1946104,FB.OQ,S,1,220.73,NSM_demoTrader,1,EQUITY_EXCHANGE,0D00:00:19.240328352,FALSE,
filled,2015.04.20D15:06:11.214101788,HOR_NSM__oid1945872,FB.OQ,S,9,220.7,NSM_trader259,0,EQUITY_EXCHANGE,,FALSE,
partiallyFilled,2015.04.20D15:06:11.622488193,HOR_NSM__oid1945939,FB.OQ,S,7,220.7,NSM_trader260,7,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:06:12.002597126,HOR_NSM__oid1946205,FB.OQ,S,1,220.73,NSM_demoTrader,1,EQUITY_EXCHANGE,0D00:00:00.816037401,TRUE,
filled,2015.04.20D15:06:12.118547298,HOR_NSM__oid1946087,FB.OQ,S,3,220.7,NSM_trader261,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:06:12.186559725,HOR_NSM__oid1946104,FB.OQ,S,1,220.73,NSM_demoTrader,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:06:12.622488193,HOR_NSM__oid1945939,FB.OQ,S,7,220.7,NSM_trader260,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:06:13.002597126,HOR_NSM__oid1946205,FB.OQ,S,1,220.73,NSM_demoTrader,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:06:13.501357605,HOR_NSM__oid1946316,FB.OQ,S,4,220.73,NSM_trader264,4,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:06:14.501357605,HOR_NSM__oid1946316,FB.OQ,S,4,220.73,NSM_trader264,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:06:16.541900780,HOR_NSM__oid1946649,FB.OQ,B,1,220.62,NSM_trader265,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:06:17.057863997,HOR_NSM__oid1946709,FB.OQ,S,1,220.68,NSM_trader266,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:06:17.541900780,HOR_NSM__oid1946649,FB.OQ,B,1,220.62,NSM_trader265,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:06:18.057863997,HOR_NSM__oid1946709,FB.OQ,S,1,220.68,NSM_trader266,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:06:18.897988966,HOR_NSM__oid1947139,FB.OQ,B,1,220.6,NSM_trader267,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:06:19.897988966,HOR_NSM__oid1947139,FB.OQ,B,1,220.6,NSM_trader267,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:06:21.710069536,HOR_NSM__oid1947761,FB.OQ,B,1,220.58,NSM_trader268,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:06:22.250078057,HOR_NSM__oid1947879,FB.OQ,B,3,220.53,NSM_trader269,3,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:06:22.710069536,HOR_NSM__oid1947761,FB.OQ,B,1,220.58,NSM_trader268,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:06:23.053823351,HOR_NSM__oid1947968,FB.OQ,S,1,220.59,NSM_trader270,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:06:23.250078057,HOR_NSM__oid1947879,FB.OQ,B,3,220.53,NSM_trader269,0,EQUITY_EXCHANGE,,FALSE,
replaced,2015.04.20D15:06:24.053823351,HOR_NSM__oid1947968,FB.OQ,S,6,220.59,NSM_trader270,6,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:06:24.190320375,HOR_NSM__oid1948193,FB.OQ,S,1,220.59,NSM_trader271,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:06:25.053823351,HOR_NSM__oid1947968,FB.OQ,S,6,220.59,NSM_trader270,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:06:25.190320375,HOR_NSM__oid1948193,FB.OQ,S,1,220.59,NSM_trader271,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:06:27.058533947,HOR_NSM__oid1948468,FB.OQ,S,2,220.59,NSM_trader272,2,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:06:28.046445925,HOR_NSM__oid1948623,FB.OQ,B,1,220.6,NSM_trader273,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:06:28.058533947,HOR_NSM__oid1948468,FB.OQ,S,2,220.59,NSM_trader272,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:06:28.578606048,HOR_NSM__oid1948697,FB.OQ,B,1,220.63,NSM_trader274,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:06:29.046445925,HOR_NSM__oid1948623,FB.OQ,B,1,220.6,NSM_trader273,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:06:29.578606048,HOR_NSM__oid1948697,FB.OQ,B,1,220.63,NSM_trader274,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:06:31.381311952,HOR_NSM__oid1949210,FB.OQ,B,1,220.6,NSM_trader275,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:06:32.381311952,HOR_NSM__oid1949210,FB.OQ,B,1,220.6,NSM_trader275,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:06:33.653986386,HOR_NSM__oid1949491,FB.OQ,S,4,220.62,NSM_trader276,4,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:06:34.653986386,HOR_NSM__oid1949491,FB.OQ,S,4,220.62,NSM_trader276,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:06:34.942074064,HOR_NSM__oid1949573,FB.OQ,B,2,220.56,NSM_trader277,2,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:06:35.942074064,HOR_NSM__oid1949573,FB.OQ,B,2,220.56,NSM_trader277,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:06:36.773549496,HOR_NSM__oid1949830,FB.OQ,B,1,220.58,NSM_trader278,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:06:37.773549496,HOR_NSM__oid1949830,FB.OQ,B,1,220.58,NSM_trader278,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:06:43.578020215,HOR_NSM__oid1950646,FB.OQ,S,3,220.62,NSM_trader279,3,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:06:43.634630051,HOR_NSM__oid1950663,FB.OQ,B,2,220.6,NSM_trader280,2,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:06:43.730097542,HOR_NSM__oid1950702,FB.OQ,S,4,220.65,NSM_demoTrader,4,EQUITY_EXCHANGE,0D00:00:31.727500416,FALSE,
filled,2015.04.20D15:06:44.578020215,HOR_NSM__oid1950646,FB.OQ,S,3,220.62,NSM_trader279,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:06:44.634630051,HOR_NSM__oid1950663,FB.OQ,B,2,220.6,NSM_trader280,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:06:44.730097542,HOR_NSM__oid1950702,FB.OQ,S,4,220.65,NSM_demoTrader,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:06:46.554199232,HOR_NSM__oid1951054,FB.OQ,B,1,220.64,NSM_trader282,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:06:47.138856565,HOR_NSM__oid1951149,FB.OQ,B,1,220.66,NSM_trader283,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:06:47.554199232,HOR_NSM__oid1951054,FB.OQ,B,1,220.64,NSM_trader282,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:06:48.138856565,HOR_NSM__oid1951149,FB.OQ,B,1,220.66,NSM_trader283,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:06:49.453488933,HOR_NSM__oid1951372,FB.OQ,B,3,220.57,NSM_trader284,3,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:06:50.453488933,HOR_NSM__oid1951372,FB.OQ,B,3,220.57,NSM_trader284,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:06:52.169178935,HOR_NSM__oid1951864,FB.OQ,B,21,220.55,NSM_trader285,21,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:06:53.113824617,HOR_NSM__oid1951997,FB.OQ,B,1,220.56,NSM_trader286,1,EQUITY_EXCHANGE,,FALSE,
replaced,2015.04.20D15:06:53.169178935,HOR_NSM__oid1951864,FB.OQ,B,26,220.55,NSM_trader285,26,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:06:54.113824617,HOR_NSM__oid1951997,FB.OQ,B,1,220.56,NSM_trader286,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:06:54.169178935,HOR_NSM__oid1951864,FB.OQ,B,26,220.55,NSM_trader285,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:06:54.522291441,HOR_NSM__oid1952210,FB.OQ,S,3,220.64,NSM_trader287,3,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:06:55.522291441,HOR_NSM__oid1952210,FB.OQ,S,3,220.64,NSM_trader287,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:06:57.369736062,HOR_NSM__oid1952543,FB.OQ,B,1,220.6,NSM_trader288,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:06:58.369736062,HOR_NSM__oid1952543,FB.OQ,B,1,220.6,NSM_trader288,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:00.318145504,HOR_NSM__oid1953024,FB.OQ,B,1,220.57,NSM_trader289,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:01.318145504,HOR_NSM__oid1953024,FB.OQ,B,1,220.57,NSM_trader289,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:02.478349153,HOR_NSM__oid1953218,FB.OQ,S,5,220.59,NSM_trader290,5,EQUITY_EXCHANGE,,FALSE,
partiallyFilled,2015.04.20D15:07:03.478349153,HOR_NSM__oid1953218,FB.OQ,S,5,220.59,NSM_trader290,5,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:03.616025883,HOR_NSM__oid1953326,FB.OQ,S,4,220.59,NSM_trader291,4,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:04.478349153,HOR_NSM__oid1953218,FB.OQ,S,5,220.59,NSM_trader290,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:04.616025883,HOR_NSM__oid1953326,FB.OQ,S,4,220.59,NSM_trader291,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:10.482368498,HOR_NSM__oid1954003,FB.OQ,B,19,220.55,NSM_demoTrader,19,EQUITY_EXCHANGE,0D00:00:26.752270956,FALSE,
filled,2015.04.20D15:07:11.482368498,HOR_NSM__oid1954003,FB.OQ,B,19,220.55,NSM_demoTrader,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:13.826241004,HOR_NSM__oid1954471,FB.OQ,S,2,220.58,NSM_trader293,2,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:13.834595853,HOR_NSM__oid1954486,FB.OQ,B,1,220.53,NSM_trader294,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:14.826241004,HOR_NSM__oid1954471,FB.OQ,S,2,220.58,NSM_trader293,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:14.834595853,HOR_NSM__oid1954486,FB.OQ,B,1,220.53,NSM_trader294,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:14.973798419,HOR_NSM__oid1954703,FB.OQ,S,1,220.55,NSM_demoTrader,1,EQUITY_EXCHANGE,0D00:00:04.491429921,TRUE,
filled,2015.04.20D15:07:15.973798419,HOR_NSM__oid1954703,FB.OQ,S,1,220.55,NSM_demoTrader,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:17.345776737,HOR_NSM__oid1954951,FB.OQ,B,20,220.5,NSM_trader296,20,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:17.346005641,HOR_NSM__oid1954966,FB.OQ,S,1,220.52,NSM_trader297,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:17.682823292,HOR_NSM__oid1954989,FB.OQ,S,3,220.52,NSM_trader298,3,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:17.846831852,HOR_NSM__oid1955008,FB.OQ,B,2,220.42,NSM_trader299,2,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:18.345776737,HOR_NSM__oid1954951,FB.OQ,B,20,220.5,NSM_trader296,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:18.346005641,HOR_NSM__oid1954966,FB.OQ,S,1,220.52,NSM_trader297,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:18.682823292,HOR_NSM__oid1954989,FB.OQ,S,3,220.52,NSM_trader298,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:18.846831852,HOR_NSM__oid1955008,FB.OQ,B,2,220.42,NSM_trader299,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:19.285888547,HOR_NSM__oid1955148,FB.OQ,S,8,220.48,NSM_trader300,8,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:19.834965681,HOR_NSM__oid1955201,FB.OQ,S,14,220.48,NSM_demoTrader,14,EQUITY_EXCHANGE,0D00:00:04.861167262,TRUE,
replaced,2015.04.20D15:07:20.285888547,HOR_NSM__oid1955148,FB.OQ,S,13,220.48,NSM_trader300,13,EQUITY_EXCHANGE,,FALSE,
partiallyFilled,2015.04.20D15:07:20.285888547,HOR_NSM__oid1955148,FB.OQ,S,8,220.48,NSM_trader300,8,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:20.834965681,HOR_NSM__oid1955201,FB.OQ,S,14,220.48,NSM_demoTrader,0,EQUITY_EXCHANGE,,FALSE,
replaced,2015.04.20D15:07:21.285888547,HOR_NSM__oid1955148,FB.OQ,S,18,220.48,NSM_trader300,18,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:21.285888547,HOR_NSM__oid1955148,FB.OQ,S,8,220.48,NSM_trader300,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:21.514067452,HOR_NSM__oid1955357,FB.OQ,B,1,220.42,NSM_trader302,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:21.674045012,HOR_NSM__oid1955382,FB.OQ,B,2,220.41,NSM_trader303,2,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:22.514067452,HOR_NSM__oid1955357,FB.OQ,B,1,220.42,NSM_trader302,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:22.674045012,HOR_NSM__oid1955382,FB.OQ,B,2,220.41,NSM_trader303,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:25.681187882,HOR_NSM__oid1955766,FB.OQ,B,11,220.4,NSM_trader304,11,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:26.681187882,HOR_NSM__oid1955766,FB.OQ,B,11,220.4,NSM_trader304,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:27.841310086,HOR_NSM__oid1956019,FB.OQ,B,11,220.4,NSM_trader305,11,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:28.841310086,HOR_NSM__oid1956019,FB.OQ,B,11,220.4,NSM_trader305,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:30.541492605,HOR_NSM__oid1956284,FB.OQ,S,2,220.42,NSM_trader306,2,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:31.541492605,HOR_NSM__oid1956284,FB.OQ,S,2,220.42,NSM_trader306,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:32.265890116,HOR_NSM__oid1956830,FB.OQ,S,1,220.4,NSM_trader307,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:33.265890116,HOR_NSM__oid1956830,FB.OQ,S,1,220.4,NSM_trader307,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:33.349790465,HOR_NSM__oid1956934,FB.OQ,S,7,220.39,NSM_trader308,7,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:34.349790465,HOR_NSM__oid1956934,FB.OQ,S,7,220.39,NSM_trader308,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:35.513979726,HOR_NSM__oid1957178,FB.OQ,B,1,220.35,NSM_trader309,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:36.038017864,HOR_NSM__oid1957236,FB.OQ,B,1,220.36,NSM_trader310,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:36.513979726,HOR_NSM__oid1957178,FB.OQ,B,1,220.35,NSM_trader309,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:37.038017864,HOR_NSM__oid1957236,FB.OQ,B,1,220.36,NSM_trader310,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:37.702118915,HOR_NSM__oid1957408,FB.OQ,B,1,220.3,NSM_trader311,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:38.702118915,HOR_NSM__oid1957408,FB.OQ,B,1,220.3,NSM_trader311,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:38.853781693,HOR_NSM__oid1957528,FB.OQ,S,1,220.35,NSM_trader312,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:39.718248425,HOR_NSM__oid1957619,FB.OQ,S,11,220.35,NSM_trader313,11,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:39.853781693,HOR_NSM__oid1957528,FB.OQ,S,1,220.35,NSM_trader312,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:40.718248425,HOR_NSM__oid1957619,FB.OQ,S,11,220.35,NSM_trader313,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:42.137360831,HOR_NSM__oid1957859,FB.OQ,S,1,220.33,NSM_trader314,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:42.729406117,HOR_NSM__oid1957898,FB.OQ,B,1,220.27,NSM_trader315,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:43.137360831,HOR_NSM__oid1957859,FB.OQ,S,1,220.33,NSM_trader314,0,EQUITY_EXCHANGE,,FALSE,
replaced,2015.04.20D15:07:43.729406117,HOR_NSM__oid1957898,FB.OQ,B,6,220.27,NSM_trader315,6,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:44.729406117,HOR_NSM__oid1957898,FB.OQ,B,6,220.27,NSM_trader315,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:45.017551959,HOR_NSM__oid1958013,FB.OQ,B,1,220.27,NSM_trader316,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:45.769666189,HOR_NSM__oid1958050,FB.OQ,S,8,220.34,NSM_trader317,8,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:45.773437669,HOR_NSM__oid1958065,FB.OQ,S,2,220.37,NSM_trader318,2,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:46.017551959,HOR_NSM__oid1958013,FB.OQ,B,1,220.27,NSM_trader316,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:46.077462828,HOR_NSM__oid1958172,FB.OQ,B,1,220.37,NSM_trader319,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:46.125632719,HOR_NSM__oid1958189,FB.OQ,B,1,220.39,NSM_trader320,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:46.233256555,HOR_NSM__oid1958204,FB.OQ,S,3,220.42,NSM_demoTrader,3,EQUITY_EXCHANGE,0D00:00:26.398290874,FALSE,
new,2015.04.20D15:07:46.253629749,HOR_NSM__oid1958219,FB.OQ,B,1,220.41,NSM_trader322,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:46.361632290,HOR_NSM__oid1958236,FB.OQ,S,7,220.44,NSM_trader323,7,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:46.769666189,HOR_NSM__oid1958050,FB.OQ,S,8,220.34,NSM_trader317,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:46.773437669,HOR_NSM__oid1958065,FB.OQ,S,2,220.37,NSM_trader318,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:47.077462828,HOR_NSM__oid1958172,FB.OQ,B,1,220.37,NSM_trader319,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:47.125632719,HOR_NSM__oid1958189,FB.OQ,B,1,220.39,NSM_trader320,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:47.233256555,HOR_NSM__oid1958204,FB.OQ,S,3,220.42,NSM_demoTrader,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:47.253629749,HOR_NSM__oid1958219,FB.OQ,B,1,220.41,NSM_trader322,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:47.361632290,HOR_NSM__oid1958236,FB.OQ,S,7,220.44,NSM_trader323,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:48.045649877,HOR_NSM__oid1958439,FB.OQ,S,8,220.44,NSM_trader324,8,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:49.045649877,HOR_NSM__oid1958439,FB.OQ,S,8,220.44,NSM_trader324,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:53.418118132,HOR_NSM__oid1959091,FB.OQ,B,1,220.36,NSM_trader325,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:54.222143820,HOR_NSM__oid1959285,FB.OQ,S,7,220.44,NSM_trader326,7,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:54.418118132,HOR_NSM__oid1959091,FB.OQ,B,1,220.36,NSM_trader325,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:54.990193697,HOR_NSM__oid1959440,FB.OQ,B,2,220.34,NSM_trader327,2,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:55.222143820,HOR_NSM__oid1959285,FB.OQ,S,7,220.44,NSM_trader326,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:55.990193697,HOR_NSM__oid1959440,FB.OQ,B,2,220.34,NSM_trader327,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:57.070338754,HOR_NSM__oid1959872,FB.OQ,B,2,220.33,NSM_trader328,2,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:07:57.550374274,HOR_NSM__oid1959973,FB.OQ,S,3,220.38,NSM_trader329,3,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:58.070338754,HOR_NSM__oid1959872,FB.OQ,B,2,220.33,NSM_trader328,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:07:58.550374274,HOR_NSM__oid1959973,FB.OQ,S,3,220.38,NSM_trader329,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:08:04.705856298,HOR_NSM__oid1960677,FB.OQ,B,1,220.33,NSM_trader330,1,EQUITY_EXCHANGE,,FALSE,
replaced,2015.04.20D15:08:05.705856298,HOR_NSM__oid1960677,FB.OQ,B,6,220.33,NSM_trader330,6,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:08:06.705856298,HOR_NSM__oid1960677,FB.OQ,B,6,220.33,NSM_trader330,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:08:09.246157891,HOR_NSM__oid1961326,FB.OQ,B,1,220.3,NSM_trader331,1,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:08:10.246157891,HOR_NSM__oid1961326,FB.OQ,B,1,220.3,NSM_trader331,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:08:12.902405947,HOR_NSM__oid1961923,FB.OQ,S,2,220.31,NSM_trader332,2,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:08:13.042410762,HOR_NSM__oid1961940,FB.OQ,B,4,220.26,NSM_trader333,4,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:08:13.438188109,HOR_NSM__oid1961991,FB.OQ,S,11,220.3,NSM_trader334,11,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:08:13.902405947,HOR_NSM__oid1961923,FB.OQ,S,2,220.31,NSM_trader332,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:08:14.042410762,HOR_NSM__oid1961940,FB.OQ,B,4,220.26,NSM_trader333,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:08:14.438188109,HOR_NSM__oid1961991,FB.OQ,S,11,220.3,NSM_trader334,0,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:08:16.065189245,HOR_NSM__oid1962459,FB.OQ,S,9,220.3,NSM_trader335,9,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:08:16.065558693,HOR_NSM__oid1962474,FB.OQ,B,1,220.32,NSM_trader336,1,EQUITY_EXCHANGE,,FALSE,
new,2015.04.20D15:08:16.117285247,HOR_NSM__oid1962506,FB.OQ,S,17,220.36,NSM_trader337,17,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:08:17.065189245,HOR_NSM__oid1962459,FB.OQ,S,9,220.3,NSM_trader335,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:08:17.065558693,HOR_NSM__oid1962474,FB.OQ,B,1,220.32,NSM_trader336,0,EQUITY_EXCHANGE,,FALSE,
filled,2015.04.20D15:08:17.117285247,HOR_NSM__oid1962506,FB.OQ,S,17,220.36,NSM_trader337,0,EQUITY_EXCHANGE,,FALSE,
