instrumentID,eventTimestamp,executionID,eventType,orderID,side,price,strikePrice,quantity,user,trader,broker,account,clientID,venueID,assetClass,productType,productSubType,productSubType2,productSubType3,maturityDate,sourceSystemID,tradeSystem,settlementDate,counterparty,underlyingInstrumentID,orderPlatform,tradePlatform,legalEntity,optionCallPut,internalTimestamp,sendingTime,tradeTime,seqNum,securityID,ISIN,CUSIP,symKey,assetClassKey,productKey,multiLegReportingType,parentStrategyType,priceType,markup,markupRateToBase,val,qtyType,ccy,ccyKey,qty1,ccy1,ccy1Key,qty2,ccy2,ccy2Key,feeCcy,transStatus,reversalIndicator,internalTrade,matchType,trdType,crossType,secondaryTrdType,aggressorIndicator,venueKey,venueSegment,venueType,orderPlatformKey,tradingPlatformInstance,sourceConnection,tradeIDversion,secondaryTradeID,origTradeID,structureID,tradeLinkID,sourceTradeID,sourceTradeLinkID,platformTradeID,platformTradeLinkID,tradeDate,tradeInputDate,valueDate,settlType,settlMethod,quoteID,olink,qlink,udflink,brokerIDKey,brokerName,traderIDKey,accountKey,legalEntityKey,salesID,salesIDKey,userIDKey,revUserID,revUserIDKey,counterPartyKey,counterPartyID,counterPartyDesc,counterPartyType,counterPartyStatus,text,payFrequency,receiveFrequency,payRollConvention,receiveRollConvention,payProjectionCurve,receiveProjectionCurve,payDiscountCurve,receiveDiscountCurve,payCalendar,receiveCalendar,payDayCountConvention,receiveDayCountConvention,couponRate,payCouponType,receiveCouponType,payType,calendarType,rateCode,rate,deliveryIndex,closingIndexValue,optionCallPut,optPayout,optPayoutType,capPrice,floorPrice,strikeMultiplier,strikePriceBoundaryMethod,complexEventType,complexEventPrice,complexEventCondition,complexOptPayoutAmount,complexEventStartDate,complexEventEndDate,quality,publicationIndicator,flag,validationKey,possDupFlag,origTransType,lastOperationSubType,underlyingKey,refObligation
itCompSym,2015.06.02D15:00:00.000000000,itTradeID55,new,itOrderID55,B,10,0,100,,itCompTDR,1,Client1,,CBT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.01,BBG_TRADEBOOK,BBG_TRADEBOOK,,,,BBG_TRADEBOOK,BBG_TRADEBOOK,,put,2018.10.25D01:39:33.705722000,,,1,itCompSym,,,itCompSym,Comdty,BBG_TRADEBOOK-Comdty-FUT,SINGLE,,,,,,,CCY1041,BBG_TRADEBOOK-USD,,,,,,,,,FALSE,FALSE,,,,,,CBT,CBT,,BBG_TRADEBOOK,,BBG_ETD_InsiderTrading-TESTDATA_DL_20150604.csv.gz,,,,,,,,,,2016.01.04,,,,,,,,,1,UBS,BBG_TRADEBOOK-itCompTrader,GUI-itCompTrader-Client1-itCompSym,,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
itSym4,2015.06.04D15:00:00.000000000,itTradeID31,new,itOrderID31,S,15,0,900,,itPMTDR,1,Client1,,CBT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.01,BBG_TRADEBOOK,BBG_TRADEBOOK,,,,BBG_TRADEBOOK,BBG_TRADEBOOK,,put,2018.10.25D01:39:33.705722000,,,1,itSym4,,,itSym4,Comdty,BBG_TRADEBOOK-Comdty-FUT,SINGLE,,,,,,,CCY1041,BBG_TRADEBOOK-USD,,,,,,,,,FALSE,FALSE,,,,,,CBT,CBT,,BBG_TRADEBOOK,,BBG_ETD_InsiderTrading-TESTDATA_DL_20150604.csv.gz,,,,,,,,,,2016.01.04,,,,,,,,,1,UBS,BBG_TRADEBOOK-itPMTrader,GUI-itPMTrader-Client1-itSym4,,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
itSymWNews1,2015.06.04D15:00:00.000000000,itTradeID100,new,itOrderID100,B,10,0,100,,itTDRWNews1,1,Client1,,CBT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.01,BBG_TRADEBOOK,BBG_TRADEBOOK,,,,BBG_TRADEBOOK,BBG_TRADEBOOK,,put,2018.10.25D01:39:33.705722000,,,1,itSymWNews1,,,itSymWNews1,Comdty,BBG_TRADEBOOK-Comdty-FUT,SINGLE,,,,,,,CCY1041,BBG_TRADEBOOK-USD,,,,,,,,,FALSE,FALSE,,,,,,CBT,CBT,,BBG_TRADEBOOK,,BBG_ETD_InsiderTrading-TESTDATA_DL_20150604.csv.gz,,,,,,,,,,2016.01.04,,,,,,,,,1,UBS,BBG_TRADEBOOK-itTraderWNews1,GUI-itTraderWNews1-Client1-itSymWNews1,,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
itSymWNews1,2015.06.04D15:00:00.000000000,itTradeID100,new,itOrderID101,S,10,0,100,,itTDRWNews1,1,Client1,,CBT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.01,BBG_TRADEBOOK,BBG_TRADEBOOK,,,,BBG_TRADEBOOK,BBG_TRADEBOOK,,put,2018.10.25D01:39:33.705722000,,,1,itSymWNews1,,,itSymWNews1,Comdty,BBG_TRADEBOOK-Comdty-FUT,SINGLE,,,,,,,CCY1041,BBG_TRADEBOOK-USD,,,,,,,,,FALSE,FALSE,,,,,,CBT,CBT,,BBG_TRADEBOOK,,BBG_ETD_InsiderTrading-TESTDATA_DL_20150604.csv.gz,,,,,,,,,,2016.01.04,,,,,,,,,1,UBS,BBG_TRADEBOOK-itTraderWNews1,GUI-itTraderWNews1-Client1-itSymWNews1,,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
ACT,2015.06.05D12:30:29.004000000,TRANSID1,new,UTPM/20161108/1,S,168.125,0,200,,REF_FD222Trader,1,ITandATITAccount,,GCBOT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,BBG_TRADEBOOK,,,,BBG_TRADEBOOK,BBG_TRADEBOOK,,,2018.10.25D01:39:15.231490000,,,1,IX27170432-0,,,IX27170432-0,Comdty,BBG_TRADEBOOK-Comdty-FUT,SINGLE,,,,,,,CCY1041,BBG_TRADEBOOK-USD,,,,,,,,,FALSE,FALSE,,,,,,GCBOT,GCBOT,,BBG_TRADEBOOK,,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,,,,,,,,,,2016.01.04,,,,,,,,,1,UBS,BBG_TRADEBOOK-FD222Trader,GUI-FD222Trader-ITandATITAccount-ACT,,,,,,,,,,,,MSG:OrderId: 84338699990180; orderType:LMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
ACT,2015.06.05D12:35:33.004000000,TRANSID2,new,UTPM/20161108/2,S,165.875,0,100,,REF_FD333Trader,1,ITandATITAccount,,GCBOX,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.02,BBG_TRADEBOOK,BBG_TRADEBOOK,,,,BBG_TRADEBOOK,BBG_TRADEBOOK,,,2018.10.25D01:39:15.231490000,,,1,IX27170432-0,,,IX27170432-0,Comdty,BBG_TRADEBOOK-Comdty-FUT,SINGLE,,,,,,,CCY1041,BBG_TRADEBOOK-USD,,,,,,,,,FALSE,FALSE,,,,,,GCBOX,GCBOX,,BBG_TRADEBOOK,,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,,,,,,,,,,2016.01.04,,,,,,,,,1,UBS,BBG_TRADEBOOK-FD333Trader,GUI-FD333Trader-ITandATITAccount-ACT,,,,,,,,,,,,MSG:OrderId: 84338699990181; orderType:LMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
ATITSym,2015.06.05D21:30:34.002000000,TRANSID2pMovea,new,UTPM/20161108/2pMove,S,10,0,0,,REF_FD333Trader,1,ITandATITAccount,,GCBOX,COMM_EXCH,FUT,,,,2016.12.02,BBG_TRADEBOOK,BBG_TRADEBOOK,,,,BBG_TRADEBOOK,BBG_TRADEBOOK,,,2018.10.25D01:39:09.076813000,,,1,PER2Key,,,PER2Key,Comdty,BBG_TRADEBOOK-Comdty-PACK,SINGLE,,,,,,,CCY1041,BBG_TRADEBOOK-USD,,,,,,,,,FALSE,FALSE,,,,,,GCBOX,GCBOX,,BBG_TRADEBOOK,,BBG_ETD_ATITAlert-TESTDATA_DL_20150605.csv.gz,,,,,,,,,,2016.01.04,,,,,,,,,1,UBS,BBG_TRADEBOOK-FD333Trader,GUI-FD333Trader-ITandATITAccount-PER2,,,,,,,,,,,,MSG:OrderId: 84338699990181; orderType:LMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
ATITSym,2015.06.05D21:30:34.002000000,TRANSID2pMoveb,new,UTPM/20161108/2pMove,S,15,0,0,,REF_FD333Trader,1,ITandATITAccount,,GCBOX,COMM_EXCH,FUT,,,,2016.12.02,BBG_TRADEBOOK,BBG_TRADEBOOK,,,,BBG_TRADEBOOK,BBG_TRADEBOOK,,,2018.10.25D01:39:09.076813000,,,1,PER2Key,,,PER2Key,Comdty,BBG_TRADEBOOK-Comdty-PACK,SINGLE,,,,,,,CCY1041,BBG_TRADEBOOK-USD,,,,,,,,,FALSE,FALSE,,,,,,GCBOX,GCBOX,,BBG_TRADEBOOK,,BBG_ETD_ATITAlert-TESTDATA_DL_20150605.csv.gz,,,,,,,,,,2016.01.04,,,,,,,,,1,UBS,BBG_TRADEBOOK-FD333Trader,GUI-FD333Trader-ITandATITAccount-PER2,,,,,,,,,,,,MSG:OrderId: 84338699990181; orderType:LMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
ATITSym,2015.06.05D21:30:34.002000000,TRANSID2pMovec,new,UTPM/20161108/2pMove,S,10,0,0,,REF_FD333Trader,1,ITandATITAccount,,GCBOX,COMM_EXCH,FUT,,,,2016.12.02,BBG_TRADEBOOK,BBG_TRADEBOOK,,,,BBG_TRADEBOOK,BBG_TRADEBOOK,,,2018.10.25D01:39:09.076813000,,,1,PER2Key,,,PER2Key,Comdty,BBG_TRADEBOOK-Comdty-PACK,SINGLE,,,,,,,CCY1041,BBG_TRADEBOOK-USD,,,,,,,,,FALSE,FALSE,,,,,,GCBOX,GCBOX,,BBG_TRADEBOOK,,BBG_ETD_ATITAlert-TESTDATA_DL_20150605.csv.gz,,,,,,,,,,2016.01.04,,,,,,,,,1,UBS,BBG_TRADEBOOK-FD333Trader,GUI-FD333Trader-ITandATITAccount-PER2,,,,,,,,,,,,MSG:OrderId: 84338699990181; orderType:LMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
ATIT2ndSym,2015.06.05D21:30:34.002000000,TRANSID2pMoveOthera,new,UTPM/20161108/2pMoveOther,S,15,0,0,,REF_FD333Trader,1,ITandATITAccount,,GCBOX,COMM_EXCH,FUT,,,,2016.12.02,BBG_TRADEBOOK,BBG_TRADEBOOK,,,,BBG_TRADEBOOK,BBG_TRADEBOOK,,,2018.10.25D01:39:09.076813000,,,1,PER4Key,,,PER4Key,Comdty,BBG_TRADEBOOK-Comdty-PACK,SINGLE,,,,,,,CCY1041,BBG_TRADEBOOK-USD,,,,,,,,,FALSE,FALSE,,,,,,GCBOX,GCBOX,,BBG_TRADEBOOK,,BBG_ETD_ATITAlert-TESTDATA_DL_20150605.csv.gz,,,,,,,,,,2016.01.04,,,,,,,,,1,UBS,BBG_TRADEBOOK-FD333Trader,GUI-FD333Trader-ITandATITAccount-PER4,,,,,,,,,,,,MSG:OrderId: 84338699990181; orderType:LMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
ATIT2ndSym,2015.06.05D21:30:34.002000000,TRANSID2pMoveOtherb,new,UTPM/20161108/2pMoveOther,S,10,0,0,,REF_FD333Trader,1,ITandATITAccount,,GCBOX,COMM_EXCH,FUT,,,,2016.12.02,BBG_TRADEBOOK,BBG_TRADEBOOK,,,,BBG_TRADEBOOK,BBG_TRADEBOOK,,,2018.10.25D01:39:09.076813000,,,1,PER4Key,,,PER4Key,Comdty,BBG_TRADEBOOK-Comdty-PACK,SINGLE,,,,,,,CCY1041,BBG_TRADEBOOK-USD,,,,,,,,,FALSE,FALSE,,,,,,GCBOX,GCBOX,,BBG_TRADEBOOK,,BBG_ETD_ATITAlert-TESTDATA_DL_20150605.csv.gz,,,,,,,,,,2016.01.04,,,,,,,,,1,UBS,BBG_TRADEBOOK-FD333Trader,GUI-FD333Trader-ITandATITAccount-PER4,,,,,,,,,,,,MSG:OrderId: 84338699990181; orderType:LMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
ATIT2ndSym,2015.06.05D21:30:34.002000000,TRANSID2pMoveOtherc,new,UTPM/20161108/2pMoveOther,S,15,0,0,,REF_FD333Trader,1,ITandATITAccount,,GCBOX,COMM_EXCH,FUT,,,,2016.12.02,BBG_TRADEBOOK,BBG_TRADEBOOK,,,,BBG_TRADEBOOK,BBG_TRADEBOOK,,,2018.10.25D01:39:09.076813000,,,1,PER4Key,,,PER4Key,Comdty,BBG_TRADEBOOK-Comdty-PACK,SINGLE,,,,,,,CCY1041,BBG_TRADEBOOK-USD,,,,,,,,,FALSE,FALSE,,,,,,GCBOX,GCBOX,,BBG_TRADEBOOK,,BBG_ETD_ATITAlert-TESTDATA_DL_20150605.csv.gz,,,,,,,,,,2016.01.04,,,,,,,,,1,UBS,BBG_TRADEBOOK-FD333Trader,GUI-FD333Trader-ITandATITAccount-PER4,,,,,,,,,,,,MSG:OrderId: 84338699990181; orderType:LMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
SLWCNL,2015.06.05D14:00:00.000000000,SLWCNLTid20A,new,ATIT/Oid20,B,43.11,0,700000,,otherFDTrader,FDBROKER,FDACCOUNT,,BMF,COMM_EXCH,REF_BBG_PROD2,,,,2015.11.30,BBG_TRADEBOOK,BBG_TRADEBOOK,,,,BBG_TRADEBOOK,BBG_TRADEBOOK,,,2018.10.25D01:39:10.924245000,,,20,SLWCNL,,,SLWCNL,Comdty,BBG_TRADEBOOK-Comdty-FUT,SINGLE,,,,,,,CCY1041,BBG_TRADEBOOK-USD,,,,,,,,,FALSE,FALSE,,,,,,BMF,BMF,,BBG_TRADEBOOK,,BBG_ETD_ATITAlert-cancelBeforeUTPMData_DL_20150604.csv.gz,,,,,,,,,,2015.06.05,,,,,,,,,FDBROKER,FDEXECBROKER,BBG_TRADEBOOK-otherFDTrader,GUI-otherFDTrader-FDACCOUNT-SLWCNL,,,,,,,,,,,,MSG:trade that causes price move; orderType:LMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
SLWCNL,2015.06.05D14:00:00.000000000,SLWCNLTid20B,new,ATIT/Oid20,B,43.07,0,250000,,otherFDTrader,FDBROKER,FDACCOUNT,,BMF,COMM_EXCH,REF_BBG_PROD2,,,,2015.11.30,BBG_TRADEBOOK,BBG_TRADEBOOK,,,,BBG_TRADEBOOK,BBG_TRADEBOOK,,,2018.10.25D01:39:10.924245000,,,20,SLWCNL,,,SLWCNL,Comdty,BBG_TRADEBOOK-Comdty-FUT,SINGLE,,,,,,,CCY1041,BBG_TRADEBOOK-USD,,,,,,,,,FALSE,FALSE,,,,,,BMF,BMF,,BBG_TRADEBOOK,,BBG_ETD_ATITAlert-cancelBeforeUTPMData_DL_20150604.csv.gz,,,,,,,,,,2015.06.05,,,,,,,,,FDBROKER,FDEXECBROKER,BBG_TRADEBOOK-otherFDTrader,GUI-otherFDTrader-FDACCOUNT-SLWCNL,,,,,,,,,,,,MSG:trade that causes price move; orderType:LMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
atSym1,2015.06.05D15:30:00.000000000,atTradeID5,new,atOrderID5,B,10,0,1000,,newTDR,1,Client1,,CBT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.01,BBG_TRADEBOOK,BBG_TRADEBOOK,,,,BBG_TRADEBOOK,BBG_TRADEBOOK,,put,2018.10.25D01:39:15.231490000,,,1,atSym1,,,atSym1,Comdty,BBG_TRADEBOOK-Comdty-FUT,SINGLE,,,,,,,CCY1041,BBG_TRADEBOOK-USD,,,,,,,,,FALSE,FALSE,,,,,,CBT,CBT,,BBG_TRADEBOOK,,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,,,,,,,,,,2016.01.04,,,,,,,,,1,UBS,BBG_TRADEBOOK-newTrader,GUI-newTrader-Client1-atSym1,,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
atSym1,2015.06.05D15:35:00.000000000,atTradeID6,new,atOrderID6,S,5,0,1000,,newTDR2,1,Client1,,CBT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.01,BBG_TRADEBOOK,BBG_TRADEBOOK,,,,BBG_TRADEBOOK,BBG_TRADEBOOK,,put,2018.10.25D01:39:15.231490000,,,1,atSym1,,,atSym1,Comdty,BBG_TRADEBOOK-Comdty-FUT,SINGLE,,,,,,,CCY1041,BBG_TRADEBOOK-USD,,,,,,,,,FALSE,FALSE,,,,,,CBT,CBT,,BBG_TRADEBOOK,,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,,,,,,,,,,2016.01.04,,,,,,,,,1,UBS,BBG_TRADEBOOK-newTrader2,GUI-newTrader2-Client1-atSym1,,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
atSym3,2015.06.05D16:30:00.000000000,atTradeID11,new,atOrderID11,S,10,0,1000,,newTDR,1,Client1,,CBT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.01,BBG_TRADEBOOK,BBG_TRADEBOOK,,,,BBG_TRADEBOOK,BBG_TRADEBOOK,,put,2018.10.25D01:39:15.231490000,,,1,atSym3,,,atSym3,Comdty,BBG_TRADEBOOK-Comdty-FUT,SINGLE,,,,,,,CCY1041,BBG_TRADEBOOK-USD,,,,,,,,,FALSE,FALSE,,,,,,CBT,CBT,,BBG_TRADEBOOK,,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,,,,,,,,,,2016.01.04,,,,,,,,,1,UBS,BBG_TRADEBOOK-newTrader,GUI-newTrader-Client1-atSym3,,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
atSym3,2015.06.05D16:35:00.000000000,atTradeID12,new,atOrderID12,B,15,0,1000,,newTDR2,1,Client1,,CBT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.01,BBG_TRADEBOOK,BBG_TRADEBOOK,,,,BBG_TRADEBOOK,BBG_TRADEBOOK,,put,2018.10.25D01:39:15.231490000,,,1,atSym3,,,atSym3,Comdty,BBG_TRADEBOOK-Comdty-FUT,SINGLE,,,,,,,CCY1041,BBG_TRADEBOOK-USD,,,,,,,,,FALSE,FALSE,,,,,,CBT,CBT,,BBG_TRADEBOOK,,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,,,,,,,,,,2016.01.04,,,,,,,,,1,UBS,BBG_TRADEBOOK-newTrader2,GUI-newTrader2-Client1-atSym3,,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
dxNewsSym1,2015.06.05D15:30:00.000000000,dxNTradeID16,new,dxNOrderID16,S,3210.5,0,5000,,otherTDR,1,Client1,,CBT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.01,BBG_TRADEBOOK,BBG_TRADEBOOK,,,,BBG_TRADEBOOK,BBG_TRADEBOOK,,put,2018.10.25D01:39:15.231490000,,,1,dxNewsSym1,,,dxNewsSym1,Comdty,BBG_TRADEBOOK-Comdty-FUT,SINGLE,,,,,,,CCY1041,BBG_TRADEBOOK-USD,,,,,,,,,FALSE,FALSE,,,,,,CBT,CBT,,BBG_TRADEBOOK,,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,,,,,,,,,,2016.01.04,,,,,,,,,1,UBS,BBG_TRADEBOOK-otherTrader,GUI-otherTrader-Client1-dxNewsSym1,,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
dxNewsSym1,2015.06.05D15:35:01.000000000,dxNTradeID17,new,dxNOrderID17,B,3215.5,0,25000,,newsTDR1,1,Client1,,CBT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.01,BBG_TRADEBOOK,BBG_TRADEBOOK,,,,BBG_TRADEBOOK,BBG_TRADEBOOK,,put,2018.10.25D01:39:15.231490000,,,1,dxNewsSym1,,,dxNewsSym1,Comdty,BBG_TRADEBOOK-Comdty-FUT,SINGLE,,,,,,,CCY1041,BBG_TRADEBOOK-USD,,,,,,,,,FALSE,FALSE,,,,,,CBT,CBT,,BBG_TRADEBOOK,,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,,,,,,,,,,2016.01.04,,,,,,,,,1,UBS,BBG_TRADEBOOK-newsTrader1,GUI-newsTrader1-Client1-dxNewsSym1,,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
dxNewsSym2,2015.06.05D15:30:00.000000000,dxNTradeID33,new,dxNOrderID33,B,3220.5,0,5000,,otherTDR,1,Client1,,CBT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.01,BBG_TRADEBOOK,BBG_TRADEBOOK,,,,BBG_TRADEBOOK,BBG_TRADEBOOK,,put,2018.10.25D01:39:15.231490000,,,1,dxNewsSym2,,,dxNewsSym2,Comdty,BBG_TRADEBOOK-Comdty-FUT,SINGLE,,,,,,,CCY1041,BBG_TRADEBOOK-USD,,,,,,,,,FALSE,FALSE,,,,,,CBT,CBT,,BBG_TRADEBOOK,,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,,,,,,,,,,2016.01.04,,,,,,,,,1,UBS,BBG_TRADEBOOK-otherTrader,GUI-otherTrader-Client1-dxNewsSym2,,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
dxNewsSym2,2015.06.05D15:35:01.000000000,dxNTradeID34,new,dxNOrderID34,S,3215.5,0,25000,,newsTDR2,1,Client1,,CBT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.01,BBG_TRADEBOOK,BBG_TRADEBOOK,,,,BBG_TRADEBOOK,BBG_TRADEBOOK,,put,2018.10.25D01:39:15.231490000,,,1,dxNewsSym2,,,dxNewsSym2,Comdty,BBG_TRADEBOOK-Comdty-FUT,SINGLE,,,,,,,CCY1041,BBG_TRADEBOOK-USD,,,,,,,,,FALSE,FALSE,,,,,,CBT,CBT,,BBG_TRADEBOOK,,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,,,,,,,,,,2016.01.04,,,,,,,,,1,UBS,BBG_TRADEBOOK-newsTrader2,GUI-newsTrader2-Client1-dxNewsSym2,,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
elSym1,2015.06.05D12:30:00.000000000,elTradeID4,new,elOrderID4,B,10,0,1000,,refTDR,1,Client1,,CBT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.01,BBG_TRADEBOOK,BBG_TRADEBOOK,,,,BBG_TRADEBOOK,BBG_TRADEBOOK,,put,2018.10.25D01:39:15.231490000,,,1,elSym1,,,elSym1,Comdty,BBG_TRADEBOOK-Comdty-FUT,SINGLE,,,,,,,CCY1041,BBG_TRADEBOOK-USD,,,,,,,,,FALSE,FALSE,,,,,,CBT,CBT,,BBG_TRADEBOOK,,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,,,,,,,,,,2016.01.04,,,,,,,,,1,UBS,BBG_TRADEBOOK-refTrader,GUI-refTrader-Client1-elSym1,,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
elSym1,2015.06.05D12:35:00.000000000,elTradeID5,new,elOrderID5,S,5,0,1000,,refTDR,1,Client1,,CBT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.01,BBG_TRADEBOOK,BBG_TRADEBOOK,,,,BBG_TRADEBOOK,BBG_TRADEBOOK,,put,2018.10.25D01:39:15.231490000,,,1,elSym1,,,elSym1,Comdty,BBG_TRADEBOOK-Comdty-FUT,SINGLE,,,,,,,CCY1041,BBG_TRADEBOOK-USD,,,,,,,,,FALSE,FALSE,,,,,,CBT,CBT,,BBG_TRADEBOOK,,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,,,,,,,,,,2016.01.04,,,,,,,,,1,UBS,BBG_TRADEBOOK-refTrader,GUI-refTrader-Client1-elSym1,,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
elSym2,2015.06.05D13:30:00.000000000,elTradeID9,new,elOrderID9,B,10,0,1000,,compTDR1,1,Client1,,CBT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.01,BBG_TRADEBOOK,BBG_TRADEBOOK,,,,BBG_TRADEBOOK,BBG_TRADEBOOK,,put,2018.10.25D01:39:15.231490000,,,1,elSym2,,,elSym2,Comdty,BBG_TRADEBOOK-Comdty-FUT,SINGLE,,,,,,,CCY1041,BBG_TRADEBOOK-USD,,,,,,,,,FALSE,FALSE,,,,,,CBT,CBT,,BBG_TRADEBOOK,,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,,,,,,,,,,2016.01.04,,,,,,,,,1,UBS,BBG_TRADEBOOK-compTrader1,GUI-compTrader1-Client1-elSym2,,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
elSym2,2015.06.05D13:35:00.000000000,elTradeID10,new,elOrderID10,S,5,0,1000,,compTDR1,1,Client1,,CBT,COMM_EXCH,REF_BBG_PROD2,,,,2016.12.01,BBG_TRADEBOOK,BBG_TRADEBOOK,,,,BBG_TRADEBOOK,BBG_TRADEBOOK,,put,2018.10.25D01:39:15.231490000,,,1,elSym2,,,elSym2,Comdty,BBG_TRADEBOOK-Comdty-FUT,SINGLE,,,,,,,CCY1041,BBG_TRADEBOOK-USD,,,,,,,,,FALSE,FALSE,,,,,,CBT,CBT,,BBG_TRADEBOOK,,BBG_ETD_ATITAlert-originalTESTDATA_DL_20150604.csv.gz,,,,,,,,,,2016.01.04,,,,,,,,,1,UBS,BBG_TRADEBOOK-compTrader1,GUI-compTrader1-Client1-elSym2,,,,,,,,,,,,MSG:text1; orderType:LMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
