eventType,eventTimestamp,executionID,orderID,instrumentID,side,quantity,price,trader,venueID,assetClass,,,,,
new,2019.12.26D11:07:53.451044000,UTPM_execID_2019.12.26_BTCUSD_29,buyOrderID_2019.12.26_BTCUSD_29,BTCUSD,B,7220276,8671.166672,buyTraderID_3,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:07:53.451044000,UTPM_execID_2019.12.26_BTCUSD_29,sellOrderID_2019.12.26_BTCUSD_29,BTCUSD,S,7220276,8671.166672,sellTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:08:53.464222500,UTPM_execID_2019.12.26_BTCUSD_78,sellOrderID_2019.12.26_BTCUSD_78,BTCUSD,S,8472253,8622.265552,sellTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:08:54.382497000,UTPM_execID_2019.12.26_BTCUSD_113,buyOrderID_2019.12.26_BTCUSD_113,BTCUSD,B,9575912,8701.532957,buyTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:08:54.382497000,UTPM_execID_2019.12.26_BTCUSD_113,sellOrderID_2019.12.26_BTCUSD_113,BTCUSD,S,9575912,8701.532957,sellTraderID_2,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:10:18.251898000,UTPM_execID_2019.12.26_BTCUSD_98,buyOrderID_2019.12.26_BTCUSD_98,BTCUSD,B,7165247,8683.221983,buyTraderID_3,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:10:18.251898000,UTPM_execID_2019.12.26_BTCUSD_98,sellOrderID_2019.12.26_BTCUSD_98,BTCUSD,S,7165247,8683.221983,sellTraderID_3,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:10:20.589013000,UTPM_execID_2019.12.26_BTCUSD_101,buyOrderID_2019.12.26_BTCUSD_101,BTCUSD,B,168028,8686.112113,buyTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:10:20.589013000,UTPM_execID_2019.12.26_BTCUSD_101,sellOrderID_2019.12.26_BTCUSD_101,BTCUSD,S,168028,8686.112113,sellTraderID_2,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:10:22.936787000,UTPM_execID_2019.12.26_BTCUSD_50,buyOrderID_2019.12.26_BTCUSD_50,BTCUSD,B,3029675,8653.231674,buyTraderID_3,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:10:22.936787000,UTPM_execID_2019.12.26_BTCUSD_50,sellOrderID_2019.12.26_BTCUSD_50,BTCUSD,S,3029675,8653.231674,sellTraderID_3,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:11:08.557719500,UTPM_execID_2019.12.26_BTCUSD_2,buyOrderID_2019.12.26_BTCUSD_2,BTCUSD,B,8355879,8721.868985,buyTraderID_3,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:11:08.557719500,UTPM_execID_2019.12.26_BTCUSD_2,sellOrderID_2019.12.26_BTCUSD_2,BTCUSD,S,8355879,8721.868985,sellTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:11:22.469205000,UTPM_execID_2019.12.26_BTCUSD_158,buyOrderID_2019.12.26_BTCUSD_158,BTCUSD,B,5109199,8734.038334,buyTraderID_2,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:11:22.469205000,UTPM_execID_2019.12.26_BTCUSD_158,sellOrderID_2019.12.26_BTCUSD_158,BTCUSD,S,5109199,8734.038334,sellTraderID_2,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:11:32.022771000,UTPM_execID_2019.12.26_BTCUSD_107,buyOrderID_2019.12.26_BTCUSD_107,BTCUSD,B,8846849,8684.231612,buyTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:11:32.022771000,UTPM_execID_2019.12.26_BTCUSD_107,sellOrderID_2019.12.26_BTCUSD_107,BTCUSD,S,8846849,8684.231612,sellTraderID_3,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:12:05.311691500,UTPM_execID_2019.12.26_BTCUSD_91,buyOrderID_2019.12.26_BTCUSD_91,BTCUSD,B,5509403,8670.184482,buyTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:12:05.311691500,UTPM_execID_2019.12.26_BTCUSD_91,sellOrderID_2019.12.26_BTCUSD_91,BTCUSD,S,5509403,8670.184482,sellTraderID_2,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:13:44.145509000,UTPM_execID_2019.12.26_BTCUSD_154,buyOrderID_2019.12.26_BTCUSD_154,BTCUSD,B,5190945,8754.491735,buyTraderID_3,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:13:44.145509000,UTPM_execID_2019.12.26_BTCUSD_154,sellOrderID_2019.12.26_BTCUSD_154,BTCUSD,S,5190945,8754.491735,sellTraderID_3,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:14:53.390113000,UTPM_execID_2019.12.26_BTCUSD_54,buyOrderID_2019.12.26_BTCUSD_54,BTCUSD,B,1705044,8633.518751,buyTraderID_1,KRAKEN,CRYPTO,,,,,
replaced,2019.12.26D11:14:53.390113000,UTPM_execID_2019.12.26_BTCUSD_54,buyOrderID_2019.12.26_BTCUSD_54,BTCUSD,B,1705044,8633.518751,buyTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:14:53.390113000,UTPM_execID_2019.12.26_BTCUSD_54,sellOrderID_2019.12.26_BTCUSD_54,BTCUSD,S,1705044,8633.518751,sellTraderID_1,KRAKEN,CRYPTO,,,,,
replaced,2019.12.26D11:14:53.390113000,UTPM_execID_2019.12.26_BTCUSD_54,sellOrderID_2019.12.26_BTCUSD_54,BTCUSD,S,1705044,8633.518751,sellTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:16:17.190456000,UTPM_execID_2019.12.26_BTCUSD_165,buyOrderID_2019.12.26_BTCUSD_165,BTCUSD,B,355997,8778.166887,buyTraderID_3,KRAKEN,CRYPTO,,,,,
replaced,2019.12.26D11:16:17.190456000,UTPM_execID_2019.12.26_BTCUSD_165,buyOrderID_2019.12.26_BTCUSD_165,BTCUSD,B,355997,8778.166887,buyTraderID_3,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:16:17.190456000,UTPM_execID_2019.12.26_BTCUSD_165,sellOrderID_2019.12.26_BTCUSD_165,BTCUSD,S,355997,8778.166887,sellTraderID_2,KRAKEN,CRYPTO,,,,,
replaced,2019.12.26D11:16:17.190456000,UTPM_execID_2019.12.26_BTCUSD_165,sellOrderID_2019.12.26_BTCUSD_165,BTCUSD,S,355997,8778.166887,sellTraderID_2,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:16:18.105293000,UTPM_execID_2019.12.26_BTCUSD_112,buyOrderID_2019.12.26_BTCUSD_112,BTCUSD,B,4043787,8708.33741,buyTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:16:18.105293000,UTPM_execID_2019.12.26_BTCUSD_112,sellOrderID_2019.12.26_BTCUSD_112,BTCUSD,S,4043787,8708.33741,sellTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:17:13.186715000,UTPM_execID_2019.12.26_BTCUSD_69,buyOrderID_2019.12.26_BTCUSD_69,BTCUSD,B,3139377,8618.429432,buyTraderID_2,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:17:13.186715000,UTPM_execID_2019.12.26_BTCUSD_69,sellOrderID_2019.12.26_BTCUSD_69,BTCUSD,S,3139377,8618.429432,sellTraderID_2,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:17:57.601805500,UTPM_execID_2019.12.26_BTCUSD_48,buyOrderID_2019.12.26_BTCUSD_48,BTCUSD,B,8907345,8664.84608,buyTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:17:57.601805500,UTPM_execID_2019.12.26_BTCUSD_48,sellOrderID_2019.12.26_BTCUSD_48,BTCUSD,S,8907345,8664.84608,sellTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:18:11.312260500,UTPM_execID_2019.12.26_BTCUSD_115,sellOrderID_2019.12.26_BTCUSD_115,BTCUSD,S,173980,8702.648485,sellTraderID_2,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:19:15.702801000,UTPM_execID_2019.12.26_BTCUSD_75,buyOrderID_2019.12.26_BTCUSD_75,BTCUSD,B,1026194,8643.399467,buyTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:19:15.702801000,UTPM_execID_2019.12.26_BTCUSD_75,sellOrderID_2019.12.26_BTCUSD_75,BTCUSD,S,1026194,8643.399467,sellTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:19:33.659300000,UTPM_execID_2019.12.26_BTCUSD_96,buyOrderID_2019.12.26_BTCUSD_96,BTCUSD,B,730098,8695.274379,buyTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:19:33.659300000,UTPM_execID_2019.12.26_BTCUSD_96,sellOrderID_2019.12.26_BTCUSD_96,BTCUSD,S,730098,8695.274379,sellTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:20:01.077801000,UTPM_execID_2019.12.26_BTCUSD_150,sellOrderID_2019.12.26_BTCUSD_150,BTCUSD,S,8919006,8762.133362,sellTraderID_3,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:20:45.426748500,UTPM_execID_2019.12.26_BTCUSD_156,buyOrderID_2019.12.26_BTCUSD_156,BTCUSD,B,715626,8752.368666,buyTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:20:45.426748500,UTPM_execID_2019.12.26_BTCUSD_156,sellOrderID_2019.12.26_BTCUSD_156,BTCUSD,S,715626,8752.368666,sellTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:22:04.882999000,UTPM_execID_2019.12.26_BTCUSD_70,buyOrderID_2019.12.26_BTCUSD_70,BTCUSD,B,5742079,8627.684054,buyTraderID_3,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:22:13.404633000,UTPM_execID_2019.12.26_BTCUSD_8,buyOrderID_2019.12.26_BTCUSD_8,BTCUSD,B,2485611,8719.693001,buyTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:22:13.404633000,UTPM_execID_2019.12.26_BTCUSD_8,sellOrderID_2019.12.26_BTCUSD_8,BTCUSD,S,2485611,8719.693001,sellTraderID_2,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:22:23.461174000,UTPM_execID_2019.12.26_BTCUSD_39,buyOrderID_2019.12.26_BTCUSD_39,BTCUSD,B,1442709,8686.799753,buyTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:22:23.461174000,UTPM_execID_2019.12.26_BTCUSD_39,sellOrderID_2019.12.26_BTCUSD_39,BTCUSD,S,1442709,8686.799753,sellTraderID_2,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:23:46.612918500,UTPM_execID_2019.12.26_BTCUSD_14,buyOrderID_2019.12.26_BTCUSD_14,BTCUSD,B,5029380,8704.487348,buyTraderID_1,KRAKEN,CRYPTO,,,,,
replaced,2019.12.26D11:23:46.612918500,UTPM_execID_2019.12.26_BTCUSD_14,buyOrderID_2019.12.26_BTCUSD_14,BTCUSD,B,5029380,8704.487348,buyTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:23:46.612918500,UTPM_execID_2019.12.26_BTCUSD_14,sellOrderID_2019.12.26_BTCUSD_14,BTCUSD,S,5029380,8704.487348,sellTraderID_2,KRAKEN,CRYPTO,,,,,
replaced,2019.12.26D11:23:46.612918500,UTPM_execID_2019.12.26_BTCUSD_14,sellOrderID_2019.12.26_BTCUSD_14,BTCUSD,S,5029380,8704.487348,sellTraderID_2,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:24:00.443823500,UTPM_execID_2019.12.26_BTCUSD_84,buyOrderID_2019.12.26_BTCUSD_84,BTCUSD,B,6266203,8623.355311,buyTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:24:07.580684000,UTPM_execID_2019.12.26_BTCUSD_43,buyOrderID_2019.12.26_BTCUSD_43,BTCUSD,B,9661203,8689.920695,buyTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:24:15.734291000,UTPM_execID_2019.12.26_BTCUSD_4,buyOrderID_2019.12.26_BTCUSD_4,BTCUSD,B,2400408,8728.852767,buyTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:24:15.734291000,UTPM_execID_2019.12.26_BTCUSD_4,sellOrderID_2019.12.26_BTCUSD_4,BTCUSD,S,2400408,8728.852767,sellTraderID_3,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:26:01.060660500,UTPM_execID_2019.12.26_BTCUSD_135,buyOrderID_2019.12.26_BTCUSD_135,BTCUSD,B,7915844,8750.177513,buyTraderID_2,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:26:01.060660500,UTPM_execID_2019.12.26_BTCUSD_135,sellOrderID_2019.12.26_BTCUSD_135,BTCUSD,S,7915844,8750.177513,sellTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:26:40.743914000,UTPM_execID_2019.12.26_BTCUSD_35,buyOrderID_2019.12.26_BTCUSD_35,BTCUSD,B,8650816,8689.054947,buyTraderID_3,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:26:40.743914000,UTPM_execID_2019.12.26_BTCUSD_35,sellOrderID_2019.12.26_BTCUSD_35,BTCUSD,S,8650816,8689.054947,sellTraderID_2,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:27:44.444870000,UTPM_execID_2019.12.26_BTCUSD_176,buyOrderID_2019.12.26_BTCUSD_176,BTCUSD,B,2042394,8780.240633,buyTraderID_2,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:27:44.444870000,UTPM_execID_2019.12.26_BTCUSD_176,sellOrderID_2019.12.26_BTCUSD_176,BTCUSD,S,2042394,8780.240633,sellTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:27:53.483515000,UTPM_execID_2019.12.26_BTCUSD_116,buyOrderID_2019.12.26_BTCUSD_116,BTCUSD,B,5779043,8696.427481,buyTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:27:53.483515000,UTPM_execID_2019.12.26_BTCUSD_116,sellOrderID_2019.12.26_BTCUSD_116,BTCUSD,S,5779043,8696.427481,sellTraderID_3,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:28:06.386812000,UTPM_execID_2019.12.26_BTCUSD_33,buyOrderID_2019.12.26_BTCUSD_33,BTCUSD,B,1268235,8688.101974,buyTraderID_2,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:28:06.386812000,UTPM_execID_2019.12.26_BTCUSD_33,sellOrderID_2019.12.26_BTCUSD_33,BTCUSD,S,1268235,8688.101974,sellTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:28:35.114956500,UTPM_execID_2019.12.26_BTCUSD_97,sellOrderID_2019.12.26_BTCUSD_97,BTCUSD,S,5087102,8690.118766,sellTraderID_2,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:29:33.178247500,UTPM_execID_2019.12.26_BTCUSD_26,sellOrderID_2019.12.26_BTCUSD_26,BTCUSD,S,5229546,8662.923454,sellTraderID_2,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:30:14.227580000,UTPM_execID_2019.12.26_BTCUSD_42,buyOrderID_2019.12.26_BTCUSD_42,BTCUSD,B,8205193,8695.712779,buyTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:30:14.227580000,UTPM_execID_2019.12.26_BTCUSD_42,sellOrderID_2019.12.26_BTCUSD_42,BTCUSD,S,8205193,8695.712779,sellTraderID_2,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:30:30.347101000,UTPM_execID_2019.12.26_BTCUSD_28,buyOrderID_2019.12.26_BTCUSD_28,BTCUSD,B,6902991,8681.148106,buyTraderID_3,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:30:30.347101000,UTPM_execID_2019.12.26_BTCUSD_28,sellOrderID_2019.12.26_BTCUSD_28,BTCUSD,S,6902991,8681.148106,sellTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:30:43.365837500,UTPM_execID_2019.12.26_BTCUSD_41,buyOrderID_2019.12.26_BTCUSD_41,BTCUSD,B,838107,8685.917951,buyTraderID_2,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:30:43.365837500,UTPM_execID_2019.12.26_BTCUSD_41,sellOrderID_2019.12.26_BTCUSD_41,BTCUSD,S,838107,8685.917951,sellTraderID_3,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:32:10.307318500,UTPM_execID_2019.12.26_BTCUSD_92,buyOrderID_2019.12.26_BTCUSD_92,BTCUSD,B,3721650,8677.028757,buyTraderID_2,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:32:30.006740000,UTPM_execID_2019.12.26_BTCUSD_121,buyOrderID_2019.12.26_BTCUSD_121,BTCUSD,B,4770901,8721.918562,buyTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:32:30.006740000,UTPM_execID_2019.12.26_BTCUSD_121,sellOrderID_2019.12.26_BTCUSD_121,BTCUSD,S,4770901,8721.918562,sellTraderID_3,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:32:46.259020000,UTPM_execID_2019.12.26_BTCUSD_6,sellOrderID_2019.12.26_BTCUSD_6,BTCUSD,S,3701675,8715.969458,sellTraderID_2,KRAKEN,CRYPTO,,,,,
replaced,2019.12.26D11:32:46.259020000,UTPM_execID_2019.12.26_BTCUSD_6,sellOrderID_2019.12.26_BTCUSD_6,BTCUSD,S,3701675,8715.969458,sellTraderID_2,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:34:11.917906500,UTPM_execID_2019.12.26_BTCUSD_83,buyOrderID_2019.12.26_BTCUSD_83,BTCUSD,B,546560,8616.241804,buyTraderID_2,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:34:11.917906500,UTPM_execID_2019.12.26_BTCUSD_83,sellOrderID_2019.12.26_BTCUSD_83,BTCUSD,S,546560,8616.241804,sellTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:34:52.714217000,UTPM_execID_2019.12.26_BTCUSD_133,buyOrderID_2019.12.26_BTCUSD_133,BTCUSD,B,108774,8747.535767,buyTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:34:52.714217000,UTPM_execID_2019.12.26_BTCUSD_133,sellOrderID_2019.12.26_BTCUSD_133,BTCUSD,S,108774,8747.535767,sellTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:34:57.314406000,UTPM_execID_2019.12.26_BTCUSD_149,buyOrderID_2019.12.26_BTCUSD_149,BTCUSD,B,4283717,8752.22472,buyTraderID_1,KRAKEN,CRYPTO,,,,,
replaced,2019.12.26D11:34:57.314406000,UTPM_execID_2019.12.26_BTCUSD_149,buyOrderID_2019.12.26_BTCUSD_149,BTCUSD,B,4283717,8752.22472,buyTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:34:57.314406000,UTPM_execID_2019.12.26_BTCUSD_149,sellOrderID_2019.12.26_BTCUSD_149,BTCUSD,S,4283717,8752.22472,sellTraderID_2,KRAKEN,CRYPTO,,,,,
replaced,2019.12.26D11:34:57.314406000,UTPM_execID_2019.12.26_BTCUSD_149,sellOrderID_2019.12.26_BTCUSD_149,BTCUSD,S,4283717,8752.22472,sellTraderID_2,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:35:04.791914500,UTPM_execID_2019.12.26_BTCUSD_170,buyOrderID_2019.12.26_BTCUSD_170,BTCUSD,B,6661844,8776.044619,buyTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:35:07.832771000,UTPM_execID_2019.12.26_BTCUSD_45,buyOrderID_2019.12.26_BTCUSD_45,BTCUSD,B,2446370,8671.339339,buyTraderID_2,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:35:07.832771000,UTPM_execID_2019.12.26_BTCUSD_45,sellOrderID_2019.12.26_BTCUSD_45,BTCUSD,S,2446370,8671.339339,sellTraderID_2,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:35:09.885684500,UTPM_execID_2019.12.26_BTCUSD_82,buyOrderID_2019.12.26_BTCUSD_82,BTCUSD,B,3111594,8609.66936,buyTraderID_3,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:35:09.885684500,UTPM_execID_2019.12.26_BTCUSD_82,sellOrderID_2019.12.26_BTCUSD_82,BTCUSD,S,3111594,8609.66936,sellTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:35:20.779617000,UTPM_execID_2019.12.26_BTCUSD_178,buyOrderID_2019.12.26_BTCUSD_178,BTCUSD,B,1985376,8780.626249,buyTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:35:20.779617000,UTPM_execID_2019.12.26_BTCUSD_178,sellOrderID_2019.12.26_BTCUSD_178,BTCUSD,S,1985376,8780.626249,sellTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:36:20.402636500,UTPM_execID_2019.12.26_BTCUSD_85,buyOrderID_2019.12.26_BTCUSD_85,BTCUSD,B,3614505,8628.882236,buyTraderID_3,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:37:44.818754000,UTPM_execID_2019.12.26_BTCUSD_62,buyOrderID_2019.12.26_BTCUSD_62,BTCUSD,B,7992197,8625.531164,buyTraderID_3,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:37:44.818754000,UTPM_execID_2019.12.26_BTCUSD_62,sellOrderID_2019.12.26_BTCUSD_62,BTCUSD,S,7992197,8625.531164,sellTraderID_2,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:37:56.742550500,UTPM_execID_2019.12.26_BTCUSD_130,buyOrderID_2019.12.26_BTCUSD_130,BTCUSD,B,8681482,8759.082361,buyTraderID_3,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:37:56.742550500,UTPM_execID_2019.12.26_BTCUSD_130,sellOrderID_2019.12.26_BTCUSD_130,BTCUSD,S,8681482,8759.082361,sellTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:38:20.028736500,UTPM_execID_2019.12.26_BTCUSD_106,sellOrderID_2019.12.26_BTCUSD_106,BTCUSD,S,2587193,8674.71693,sellTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:38:59.985587500,UTPM_execID_2019.12.26_BTCUSD_108,buyOrderID_2019.12.26_BTCUSD_108,BTCUSD,B,5692785,8678.999356,buyTraderID_3,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:39:05.455266000,UTPM_execID_2019.12.26_BTCUSD_129,buyOrderID_2019.12.26_BTCUSD_129,BTCUSD,B,9739388,8748.078182,buyTraderID_2,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:39:05.455266000,UTPM_execID_2019.12.26_BTCUSD_129,sellOrderID_2019.12.26_BTCUSD_129,BTCUSD,S,9739388,8748.078182,sellTraderID_2,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:39:12.446860500,UTPM_execID_2019.12.26_BTCUSD_142,buyOrderID_2019.12.26_BTCUSD_142,BTCUSD,B,3335375,8753.251277,buyTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:39:12.446860500,UTPM_execID_2019.12.26_BTCUSD_142,sellOrderID_2019.12.26_BTCUSD_142,BTCUSD,S,3335375,8753.251277,sellTraderID_3,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:39:13.451259500,UTPM_execID_2019.12.26_BTCUSD_37,buyOrderID_2019.12.26_BTCUSD_37,BTCUSD,B,1189492,8690.441402,buyTraderID_3,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:39:13.451259500,UTPM_execID_2019.12.26_BTCUSD_37,sellOrderID_2019.12.26_BTCUSD_37,BTCUSD,S,1189492,8690.441402,sellTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:39:21.238588500,UTPM_execID_2019.12.26_BTCUSD_167,buyOrderID_2019.12.26_BTCUSD_167,BTCUSD,B,3409969,8782.530147,buyTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:39:21.238588500,UTPM_execID_2019.12.26_BTCUSD_167,sellOrderID_2019.12.26_BTCUSD_167,BTCUSD,S,3409969,8782.530147,sellTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:39:25.748308000,UTPM_execID_2019.12.26_BTCUSD_71,buyOrderID_2019.12.26_BTCUSD_71,BTCUSD,B,8081832,8632.333092,buyTraderID_3,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:40:21.873993000,UTPM_execID_2019.12.26_BTCUSD_65,buyOrderID_2019.12.26_BTCUSD_65,BTCUSD,B,8874686,8616.83959,buyTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:40:21.873993000,UTPM_execID_2019.12.26_BTCUSD_65,sellOrderID_2019.12.26_BTCUSD_65,BTCUSD,S,8874686,8616.83959,sellTraderID_2,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:40:27.846234000,UTPM_execID_2019.12.26_BTCUSD_32,buyOrderID_2019.12.26_BTCUSD_32,BTCUSD,B,5283575,8681.405939,buyTraderID_3,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:40:27.846234000,UTPM_execID_2019.12.26_BTCUSD_32,sellOrderID_2019.12.26_BTCUSD_32,BTCUSD,S,5283575,8681.405939,sellTraderID_1,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:41:21.604119500,UTPM_execID_2019.12.26_BTCUSD_36,buyOrderID_2019.12.26_BTCUSD_36,BTCUSD,B,4582081,8683.658092,buyTraderID_3,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:41:21.604119500,UTPM_execID_2019.12.26_BTCUSD_36,sellOrderID_2019.12.26_BTCUSD_36,BTCUSD,S,4582081,8683.658092,sellTraderID_2,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:41:54.645749000,UTPM_execID_2019.12.26_BTCUSD_102,buyOrderID_2019.12.26_BTCUSD_102,BTCUSD,B,3225344,8692.872735,buyTraderID_3,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:41:54.645749000,UTPM_execID_2019.12.26_BTCUSD_102,sellOrderID_2019.12.26_BTCUSD_102,BTCUSD,S,3225344,8692.872735,sellTraderID_3,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:42:12.016938000,UTPM_execID_2019.12.26_BTCUSD_128,sellOrderID_2019.12.26_BTCUSD_128,BTCUSD,S,9176729,8741.489975,sellTraderID_2,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:42:42.574305500,UTPM_execID_2019.12.26_BTCUSD_31,buyOrderID_2019.12.26_BTCUSD_31,BTCUSD,B,7793044,8676.149143,buyTraderID_3,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:42:42.574305500,UTPM_execID_2019.12.26_BTCUSD_31,sellOrderID_2019.12.26_BTCUSD_31,BTCUSD,S,7793044,8676.149143,sellTraderID_3,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:42:49.541023500,UTPM_execID_2019.12.26_BTCUSD_25,buyOrderID_2019.12.26_BTCUSD_25,BTCUSD,B,970816,8652.046902,buyTraderID_3,KRAKEN,CRYPTO,,,,,
new,2019.12.26D11:42:49.541023500,UTPM_execID_2019.12.26_BTCUSD_25,sellOrderID_2019.12.26_BTCUSD_25,BTCUSD,S,970816,8652.046902,sellTraderID_2,KRAKEN,CRYPTO,,,,,
